15443;inserisci;Gomme usate - Batt. 70% RIKEN 185/60R15 88 H SNOWTIME  INVERNALE;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 185<br />Altezza: 60<br />Diametro: 15<br />Ind. carico: 88 <br />Ind. velocita': H<br />Marca: RIKEN<br />Modello: RIKEN 185/60R15 88H SNOWTIME  INVERNALE<br />Stagione: INVERNALE<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 36 Anno 2012<br />BSW: no<br />XL: no<br /><br /><br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=48;3928545490;25;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.52;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/10.jpg;;;;;;;
15446;inserisci;Gomme usate - Batt. 60% DUNLOP 205/55R16 91 H SP WINTERSPORT 3D  INVERNALE;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 205<br />Altezza: 55<br />Diametro: 16<br />Ind. carico: 91 <br />Ind. velocita': H<br />Marca: DUNLOP<br />Modello: DUNLOP 205/55R16 91H SP WINTERSPORT 3D  INVERNALE<br />Stagione: INVERNALE<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 46 Anno 2011<br />BSW: no<br />XL: no<br /><br />Dunlop venne fondata nel 1889 da John Boyd Dunlop: inventore del moderno pneumatico. L'azienda originaria della Gran Bretagna aprì il primo stabilimento a Dublino nel 1890.<br />Nel tempo Dunlop fece emergere la propria vena sportiva iniziando a produrre ottimi pneumatici con elevate prestazioni e intraprendendo numerose campagne di sponsorizzazione nelle corse automobilisiche più famose come: Formula1, Tourenwagen masters, moto3 e moto2. <br />Nel 1999 il marchio viene acquistato dalla cugina americana Goodyear ad eccezione del comparto Dunlop aircraft.<br />Dunlop è rinomata anche nel settore tennistico grazie alla produziene di racchette e alla spnsorizzazione di numerosi atleti.<br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=51;3928545490;31;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.53;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/13.jpg;;;;;;;
15448;inserisci;Gomme usate - Batt. 80% HANKOOK 255/50R19 107V W310  INVERNALE;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 255<br />Altezza: 50<br />Diametro: 19<br />Ind. carico: 107<br />Ind. velocita': V<br />Marca: HANKOOK<br />Modello: HANKOOK 255/50R19 107V W310  INVERNALE<br />Stagione: INVERNALE<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 24 Anno 2013<br />BSW: no<br />XL: no<br /><br />Hankook è una nota casa produttrice coreana che negli ultimi anni sta letteralmente spopolando. La qualità emerse dagli ultimi test condotti dalla rivista tedesca AutoMotorSport  sono state sbalorditive: controllo in curva, precisione dello sterzo e frenata hanno permesso alla casa coreana di vincere il premio per il miglior pneumatico della categoria. <br />Hankook produce pneumatici ad alta qualità, per ogni stagione e categoria di mezzo a prezzi mai troppo elevati. Forse il miglior rapporto qualità/prezzo del mercato. <br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=53;3928545490;64;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.53;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/15.jpg;;;;;;;
15453;inserisci;Gomme usate - Batt. 65% WESTLAKE 205/55R16 91 V R-VH680  ESTIVO;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 205<br />Altezza: 55<br />Diametro: 16<br />Ind. carico: 91 <br />Ind. velocita': V<br />Marca: WESTLAKE<br />Modello: WESTLAKE 205/55R16 91V R-VH680  ESTIVO<br />Stagione: ESTIVO<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 13 Anno 2012<br />BSW: no<br />XL: no<br /><br /><br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=58;3928545490;26;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.53;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/20.jpg;;;;;;;
15467;inserisci;Gomme usate - Batt. 65% FALKEN 225/65R17 102H HS439  INVERNALE;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 225<br />Altezza: 65<br />Diametro: 17<br />Ind. carico: 102<br />Ind. velocita': H<br />Marca: FALKEN<br />Modello: FALKEN 225/65R17 102H HS439  INVERNALE<br />Stagione: INVERNALE<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 22 Anno 2012<br />BSW: no<br />XL: no<br /><br />Falken è un noto produttore di pneumatici che fa parte del gruppo Sumitomo Rubber Industries. <br />Fondata in Giappone nel 1983 è diventato in breve tempo un brand specializzato su prodotti ad alte prestazioni grazie alle numerose partecipazioni a gare come la GT cup giapponese, campionato mondiale e 24h di Le Mans. <br />Da sempre sinonimo di efficienza e sviluppo tecnologico, Falken è in grado di offrire una gamma di pneumatici testati in condizioni estreme per garantire tenuta e stabilità ad ogni veicolo.<br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=72;3928545490;36;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.54;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/37.jpg;;;;;;;
15469;inserisci;Gomme usate - Batt. 75% UNIROYAL 195/55R16 87H MS PLUS 66  INVERNALE;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 195<br />Altezza: 55<br />Diametro: 16<br />Ind. carico: 87<br />Ind. velocita': H<br />Marca: UNIROYAL<br />Modello: UNIROYAL 195/55R16 87H MS PLUS 66  INVERNALE<br />Stagione: INVERNALE<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 26 Anno 2010<br />BSW: no<br />XL: no<br /><br /><br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=74;3928545490;40;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.55;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/39.jpg;;;;;;;
15474;inserisci;Gomme usate - Batt. 95% KUMHO 225/55R19 99 T SOLUS KH16  ESTIVO;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 225<br />Altezza: 55<br />Diametro: 19<br />Ind. carico: 99 <br />Ind. velocita': T<br />Marca: KUMHO<br />Modello: KUMHO 225/55R19 99T SOLUS KH16  ESTIVO<br />Stagione: ESTIVO<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 30 Anno 2010<br />BSW: no<br />XL: no<br /><br /><br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=78;3928545490;77;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.55;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/46.jpg;;;;;;;
15476;inserisci;Gomme usate - Batt. 50% BRIDGESTONE 225/65R17 101H DUELER M/T 687  ESTIVO;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 225<br />Altezza: 65<br />Diametro: 17<br />Ind. carico: 101<br />Ind. velocita': H<br />Marca: BRIDGESTONE<br />Modello: BRIDGESTONE 225/65R17 101H DUELER M/T 687  ESTIVO<br />Stagione: ESTIVO<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 42 Anno 2008<br />BSW: no<br />XL: no<br /><br />Bridgestone (in italiano: ponte di pietra) è una nota casa produttrice di pneumatici Giapponese. Fondata nel 1931 da Shojiro Ishibashi con sede a tokyo, grazie ai 29.7 miliardi di dollari di fatturato è tutt'ora il primo produttore di pneumatici giapponese ed il secondo a livello mondiale . Nel 1988 Bridgestone acquisisce il marchio Firestone e dal 1990 fonda la bridgestone europe (BSEU) fornendo impiego a più di 9.000 persone in tutta Europa. Il successo di bridgestone è dovuto principalmente all' indiscutibile qualità superiore del prodotto e dalle innumerevoli sponsorizzazioni che hanno portato la casa ad essere conosciuta in tutto il globo, infatti bridgestone negli anni è stata il fornitore ufficiale di pneumatici per formula 1 e moto gp. <br /><br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=79;3928545490;31;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.56;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/48.jpg;;;;;;;
15485;inserisci;Gomme usate - Batt. 55% MICHELIN 225/50R17 94 V PRIMACY HP  ESTIVO;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 225<br />Altezza: 50<br />Diametro: 17<br />Ind. carico: 94 <br />Ind. velocita': V<br />Marca: MICHELIN<br />Modello: MICHELIN 225/50R17 94V PRIMACY HP  ESTIVO<br />Stagione: ESTIVO<br />Runflat: si<br />M+S: NO<br />DOT: Settimana 33 Anno 2011<br />BSW: no<br />XL: no<br /><br />Michelin nasce a Clermont-Ferrand in Francia, grazie allo straordinario lavoro dei fratelli Eduard e Andrè Michelin che per oltre 40 anni condussero esperimenti sulla vulcanizzazione della gomma.<br />Fin da subito l'azienda si concentra sulla produzione di pneumatici per bicicletta, ma nel giro di pochi anni, vista la forte espansione del mercato automobilistico passa alla produzione di pneumatici per auto. Tra il 1934 e il 1976 l'azienda è stata anche proprietaria della casa automobilistica Citroën.<br />Michelin è la creatrice dei famosi pneumatici anti-scoppio, capaci di evitare lo sgonfiamento dopo una foratura, e in grado di garantire una percorrenza di parecchi chilometri.<br />Famosissimi sono anche gli pneumatici della linea Energy Saver in grado di garantire un risparmio fino al 20% in termini di carburante, senza compromettere la tenuta di strada.<br />Negli anni il colosso francese diventa fornitore ufficiale per Formula1 e MotoGP, Assorbe marchi come BFGoodrich, Kleber e Riken e diventando il produttore di pneumatici numero 1 al mondo con fattureti che superano i 17 miliardi di euro.<br />Il simbolo aziendale è l'omino Michelin, creato nel 1898 dall'artista francese O'Galop. Si tratta di uno dei più antichi marchi registrati, il cui vero nome è Bibendum dalla celebre frase del poeta latino Orazio, nunc est bibendum, usato da Michelin all'inizio del XX secolo. Oggi Bibendum, rappresentando Michelin in oltre 150 Paesi, è uno dei marchi più riconosciuti al mondo. Il corpo dell'omino è composto da camere d'aria.<br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=85;3928545490;32;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.56;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/57.jpg;;;;;;;
15486;inserisci;Gomme usate - Batt. 55% FALKEN 175/60R16 82 H EUROWINTER  INVERNALE;MINIMO D'ORDINE: 2 PNEUMATICILarghezza: 175<br />Altezza: 60<br />Diametro: 16<br />Ind. carico: 82 <br />Ind. velocita': H<br />Marca: FALKEN<br />Modello: FALKEN 175/60R16 82H EUROWINTER  INVERNALE<br />Stagione: INVERNALE<br />Runflat: no<br />M+S: SI<br />DOT: Settimana 23 Anno 2011<br />BSW: no<br />XL: no<br /><br />Falken è un noto produttore di pneumatici che fa parte del gruppo Sumitomo Rubber Industries. <br />Fondata in Giappone nel 1983 è diventato in breve tempo un brand specializzato su prodotti ad alte prestazioni grazie alle numerose partecipazioni a gare come la GT cup giapponese, campionato mondiale e 24h di Le Mans. <br />Da sempre sinonimo di efficienza e sviluppo tecnologico, Falken è in grado di offrire una gamma di pneumatici testati in condizioni estreme per garantire tenuta e stabilità ad ogni veicolo.<br /><br />GLI PNEUMATICI HANNO SUPERATO TUTTI I NOSTRI TEST DI SICUREZZA E SONO STATI TRATTATI CON UNA SPECIALE CERA CHE NE RINNOVA E PROTEGGE L’ELASTICITA’ PREVENENDO LA SCREPOLATURA E L’INVECCHIAMENTO.<br />;customer.spares@gmail.com;https://www.gommeusatestore.com/index.php?controller=product&id_product=86;3928545490;23;SPECIFIED_AMOUNT;001308;587399168;20-12-2016 07.13.56;https://sparesstorage.blob.core.windows.net/immagini-prodotti/cd127448-6f6e-49c7-ab16-b8bab1df8001/58.jpg;;;;;;;
